;set_id;ver_id;qry_text;qry_base;qry_type;qry_expansion;qry_rank
17407;348;0;chuck berry johnny b. goode youtube;ARTIST_TITLE;INDIV;youtube;9
17457;348;0;johnny b. goode reaction;TITLE;INDIV;reaction;9
17507;348;0;chuck berry johnny b. goode guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
17557;348;0;johnny b. goode guitar lesson;TITLE;UNIV;guitar lesson;9
17607;348;0;chuck berry johnny b. goode tab;ARTIST_TITLE;INDIV;tab;10
17657;348;0;johnny b. goode instrumental;TITLE;INDIV;instrumental;10
17707;348;0;chuck berry johnny b. goode hq;ARTIST_TITLE;UNIV;hq;10
17757;348;0;johnny b. goode hq;TITLE;UNIV;hq;10
17807;348;0;chuck berry johnny b. goode chuck berry johnny b goode guitar lesson;ARTIST_TITLE;INDIV;chuck berry johnny b goode guitar lesson;11
17857;348;0;johnny b. goode judas priest;TITLE;INDIV;judas priest;11
17907;348;0;chuck berry johnny b. goode text;ARTIST_TITLE;UNIV;text;11
17957;348;0;johnny b. goode text;TITLE;UNIV;text;11
18007;348;0;chuck berry johnny b. goode chuck berry johnny b goode cover;ARTIST_TITLE;INDIV;chuck berry johnny b goode cover;12
18057;348;0;johnny b. goode chuck berry lyrics;TITLE;INDIV;chuck berry lyrics;12
18107;348;0;chuck berry johnny b. goode remastered;ARTIST_TITLE;UNIV;remastered;12
18157;348;0;johnny b. goode remastered;TITLE;UNIV;remastered;12
18207;348;0;chuck berry johnny b. goode chords;ARTIST_TITLE;UNIV;chords;13
18257;348;0;johnny b. goode chords;TITLE;UNIV;chords;13
18307;348;0;chuck berry johnny b. goode full album;ARTIST_TITLE;UNIV;full album;14
18357;348;0;johnny b. goode full album;TITLE;UNIV;full album;14
18407;350;0;creedence clearwater revival proud mary;ARTIST_TITLE;BASE;;0
18457;350;0;proud mary;TITLE;BASE;;0
18507;350;0;creedence clearwater revival proud mary lyrics;ARTIST_TITLE;INDIV;lyrics;0
18557;350;0;proud mary tina turner;TITLE;INDIV;tina turner;0
18607;350;0;creedence clearwater revival proud mary lyrics;ARTIST_TITLE;UNIV;lyrics;0
18657;350;0;proud mary lyrics;TITLE;UNIV;lyrics;0
18707;350;0;creedence clearwater revival proud mary reaction;ARTIST_TITLE;INDIV;reaction;1
18757;350;0;proud mary creedence clearwater revival;TITLE;INDIV;creedence clearwater revival;1
18807;350;0;creedence clearwater revival proud mary live;ARTIST_TITLE;UNIV;live;1
18857;350;0;proud mary live;TITLE;UNIV;live;1
18907;350;0;creedence clearwater revival proud mary live;ARTIST_TITLE;INDIV;live;2
18957;350;0;proud mary karaoke;TITLE;INDIV;karaoke;2
19007;350;0;creedence clearwater revival proud mary cover;ARTIST_TITLE;UNIV;cover;2
19057;350;0;proud mary cover;TITLE;UNIV;cover;2
19107;350;0;creedence clearwater revival proud mary karaoke;ARTIST_TITLE;INDIV;karaoke;3
19157;350;0;proud mary lyrics;TITLE;INDIV;lyrics;3
19207;350;0;creedence clearwater revival proud mary karaoke;ARTIST_TITLE;UNIV;karaoke;3
19257;350;0;proud mary karaoke;TITLE;UNIV;karaoke;3
19307;350;0;creedence clearwater revival proud mary instrumental;ARTIST_TITLE;INDIV;instrumental;4
19357;350;0;proud mary ike and tina turner;TITLE;INDIV;ike and tina turner;4
19407;350;0;creedence clearwater revival proud mary reaction;ARTIST_TITLE;UNIV;reaction;4
19457;350;0;proud mary reaction;TITLE;UNIV;reaction;4
19507;350;0;creedence clearwater revival proud mary 1969;ARTIST_TITLE;INDIV;1969;5
19557;350;0;proud mary beyonce;TITLE;INDIV;beyonce;5
19607;350;0;creedence clearwater revival proud mary remix;ARTIST_TITLE;UNIV;remix;5
19657;350;0;proud mary remix;TITLE;UNIV;remix;5
19707;350;0;creedence clearwater revival proud mary guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;6
19757;350;0;proud mary live;TITLE;INDIV;live;6
19807;350;0;creedence clearwater revival proud mary piano;ARTIST_TITLE;UNIV;piano;6
19857;350;0;proud mary piano;TITLE;UNIV;piano;6
19907;350;0;creedence clearwater revival proud mary hq;ARTIST_TITLE;INDIV;hq;7
19957;350;0;proud mary cover;TITLE;INDIV;cover;7
20007;350;0;creedence clearwater revival proud mary instrumental;ARTIST_TITLE;UNIV;instrumental;7
20057;350;0;proud mary instrumental;TITLE;UNIV;instrumental;7
20107;350;0;creedence clearwater revival proud mary guitar;ARTIST_TITLE;INDIV;guitar;8
20157;350;0;proud mary tina turner lyrics;TITLE;INDIV;tina turner lyrics;8
20207;350;0;creedence clearwater revival proud mary guitar;ARTIST_TITLE;UNIV;guitar;8
20257;350;0;proud mary guitar;TITLE;UNIV;guitar;8
20307;350;0;creedence clearwater revival proud mary remastered;ARTIST_TITLE;INDIV;remastered;9
20357;350;0;proud mary american idol;TITLE;INDIV;american idol;9
20407;350;0;creedence clearwater revival proud mary guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
20457;350;0;proud mary guitar lesson;TITLE;UNIV;guitar lesson;9
20507;350;0;creedence clearwater revival proud mary cover;ARTIST_TITLE;INDIV;cover;10
20557;350;0;proud mary trailer;TITLE;INDIV;trailer;10
20607;350;0;creedence clearwater revival proud mary hq;ARTIST_TITLE;UNIV;hq;10
20657;350;0;proud mary hq;TITLE;UNIV;hq;10
20707;350;0;creedence clearwater revival proud mary audio hq;ARTIST_TITLE;INDIV;audio hq;11
20757;350;0;proud mary glee;TITLE;INDIV;glee;11
20807;350;0;creedence clearwater revival proud mary text;ARTIST_TITLE;UNIV;text;11
20857;350;0;proud mary text;TITLE;UNIV;text;11
20907;350;0;creedence clearwater revival proud mary extended;ARTIST_TITLE;INDIV;extended;12
20957;350;0;proud mary guitar lesson;TITLE;INDIV;guitar lesson;12
21007;350;0;creedence clearwater revival proud mary remastered;ARTIST_TITLE;UNIV;remastered;12
21057;350;0;proud mary remastered;TITLE;UNIV;remastered;12
21107;350;0;creedence clearwater revival proud mary chords;ARTIST_TITLE;UNIV;chords;13
21157;350;0;proud mary chords;TITLE;UNIV;chords;13
21207;350;0;creedence clearwater revival proud mary full album;ARTIST_TITLE;UNIV;full album;14
21257;350;0;proud mary full album;TITLE;UNIV;full album;14
21307;369;0;procol harum a whiter shade of pale;ARTIST_TITLE;BASE;;0
21357;369;0;a whiter shade of pale;TITLE;BASE;;0
21407;369;0;procol harum a whiter shade of pale live;ARTIST_TITLE;INDIV;live;0
21457;369;0;a whiter shade of pale procol harum;TITLE;INDIV;procol harum;0
21507;369;0;procol harum a whiter shade of pale lyrics;ARTIST_TITLE;UNIV;lyrics;0
21557;369;0;a whiter shade of pale lyrics;TITLE;UNIV;lyrics;0
21607;369;0;procol harum a whiter shade of pale lyrics;ARTIST_TITLE;INDIV;lyrics;1
21657;369;0;a whiter shade of pale procol harum lyrics;TITLE;INDIV;procol harum lyrics;1
21707;369;0;procol harum a whiter shade of pale live;ARTIST_TITLE;UNIV;live;1
21757;369;0;a whiter shade of pale live;TITLE;UNIV;live;1
21807;369;0;procol harum a whiter shade of pale reaction;ARTIST_TITLE;INDIV;reaction;2
21857;369;0;a whiter shade of pale karaoke;TITLE;INDIV;karaoke;2
21907;369;0;procol harum a whiter shade of pale cover;ARTIST_TITLE;UNIV;cover;2
21957;369;0;a whiter shade of pale cover;TITLE;UNIV;cover;2
22007;369;0;procol harum a whiter shade of pale karaoke;ARTIST_TITLE;INDIV;karaoke;3
22057;369;0;a whiter shade of pale cover;TITLE;INDIV;cover;3
22107;369;0;procol harum a whiter shade of pale karaoke;ARTIST_TITLE;UNIV;karaoke;3
22157;369;0;a whiter shade of pale karaoke;TITLE;UNIV;karaoke;3
22207;369;0;procol harum a whiter shade of pale live reaction;ARTIST_TITLE;INDIV;live reaction;4
22257;369;0;a whiter shade of pale annie lennox;TITLE;INDIV;annie lennox;4
22307;369;0;procol harum a whiter shade of pale reaction;ARTIST_TITLE;UNIV;reaction;4
22357;369;0;a whiter shade of pale reaction;TITLE;UNIV;reaction;4
22407;369;0;procol harum a whiter shade of pale cover;ARTIST_TITLE;INDIV;cover;5
22457;369;0;a whiter shade of pale piano;TITLE;INDIV;piano;5
22507;369;0;procol harum a whiter shade of pale remix;ARTIST_TITLE;UNIV;remix;5
22557;369;0;a whiter shade of pale remix;TITLE;UNIV;remix;5
22607;369;0;procol harum a whiter shade of pale live 1967;ARTIST_TITLE;INDIV;live 1967;6
22657;369;0;a whiter shade of pale live;TITLE;INDIV;live;6
22707;369;0;procol harum a whiter shade of pale piano;ARTIST_TITLE;UNIV;piano;6
22757;369;0;a whiter shade of pale piano;TITLE;UNIV;piano;6
22807;369;0;procol harum a whiter shade of pale extended version;ARTIST_TITLE;INDIV;extended version;7
22857;369;0;a whiter shade of pale reaction;TITLE;INDIV;reaction;7
22907;369;0;procol harum a whiter shade of pale instrumental;ARTIST_TITLE;UNIV;instrumental;7
22958;369;0;a whiter shade of pale instrumental;TITLE;UNIV;instrumental;7
23009;369;0;procol harum a whiter shade of pale official video;ARTIST_TITLE;INDIV;official video;8
23059;369;0;a whiter shade of pale instrumental;TITLE;INDIV;instrumental;8
23110;369;0;procol harum a whiter shade of pale guitar;ARTIST_TITLE;UNIV;guitar;8
23160;369;0;a whiter shade of pale guitar;TITLE;UNIV;guitar;8
23210;369;0;procol harum a whiter shade of pale hq;ARTIST_TITLE;INDIV;hq;9
23260;369;0;a whiter shade of pale joe cocker;TITLE;INDIV;joe cocker;9
23310;369;0;procol harum a whiter shade of pale guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
23360;369;0;a whiter shade of pale guitar lesson;TITLE;UNIV;guitar lesson;9
23410;369;0;procol harum a whiter shade of pale guitar cover;ARTIST_TITLE;INDIV;guitar cover;10
23460;369;0;a whiter shade of pale gary brooker;TITLE;INDIV;gary brooker;10
23510;369;0;procol harum a whiter shade of pale hq;ARTIST_TITLE;UNIV;hq;10
23560;369;0;a whiter shade of pale hq;TITLE;UNIV;hq;10
23610;369;0;procol harum a whiter shade of pale piano;ARTIST_TITLE;INDIV;piano;11
23660;369;0;a whiter shade of pale guitar lesson;TITLE;INDIV;guitar lesson;11
23710;369;0;procol harum a whiter shade of pale text;ARTIST_TITLE;UNIV;text;11
23760;369;0;a whiter shade of pale text;TITLE;UNIV;text;11
23810;369;0;procol harum a whiter shade of pale remastered;ARTIST_TITLE;INDIV;remastered;12
23860;369;0;a whiter shade of pale organ;TITLE;INDIV;organ;12
23910;369;0;procol harum a whiter shade of pale remastered;ARTIST_TITLE;UNIV;remastered;12
23960;369;0;a whiter shade of pale remastered;TITLE;UNIV;remastered;12
24010;369;0;procol harum a whiter shade of pale chords;ARTIST_TITLE;UNIV;chords;13
24060;369;0;a whiter shade of pale chords;TITLE;UNIV;chords;13
24110;369;0;procol harum a whiter shade of pale full album;ARTIST_TITLE;UNIV;full album;14
24160;369;0;a whiter shade of pale full album;TITLE;UNIV;full album;14
24210;484;1;nancy sinatra day tripper;ARTIST_TITLE;BASE;;0
24260;484;1;day tripper;TITLE;BASE;;0
24310;484;1;nancy sinatra day tripper 1966;ARTIST_TITLE;INDIV;1966;0
24360;484;1;day tripper the beatles;TITLE;INDIV;the beatles;0
24410;484;1;nancy sinatra day tripper lyrics;ARTIST_TITLE;UNIV;lyrics;0
24460;484;1;day tripper lyrics;TITLE;UNIV;lyrics;0
24510;484;1;day tripper guitar lesson;TITLE;INDIV;guitar lesson;1
24560;484;1;nancy sinatra day tripper live;ARTIST_TITLE;UNIV;live;1
24610;484;1;day tripper live;TITLE;UNIV;live;1
24660;484;1;day tripper bass;TITLE;INDIV;bass;2
24710;484;1;nancy sinatra day tripper cover;ARTIST_TITLE;UNIV;cover;2
24760;484;1;day tripper cover;TITLE;UNIV;cover;2
24810;484;1;day tripper live;TITLE;INDIV;live;3
24860;484;1;nancy sinatra day tripper karaoke;ARTIST_TITLE;UNIV;karaoke;3
24910;484;1;day tripper karaoke;TITLE;UNIV;karaoke;3
24960;484;1;day tripper cover;TITLE;INDIV;cover;4
25010;484;1;nancy sinatra day tripper reaction;ARTIST_TITLE;UNIV;reaction;4
25060;484;1;day tripper reaction;TITLE;UNIV;reaction;4
25110;484;1;day tripper guitar;TITLE;INDIV;guitar;5
25160;484;1;nancy sinatra day tripper remix;ARTIST_TITLE;UNIV;remix;5
25209;484;1;day tripper remix;TITLE;UNIV;remix;5
25259;484;1;day tripper guitar cover;TITLE;INDIV;guitar cover;6
25309;484;1;nancy sinatra day tripper piano;ARTIST_TITLE;UNIV;piano;6
25359;484;1;day tripper piano;TITLE;UNIV;piano;6
25409;484;1;day tripper karaoke;TITLE;INDIV;karaoke;7
25459;484;1;nancy sinatra day tripper instrumental;ARTIST_TITLE;UNIV;instrumental;7
25509;484;1;day tripper instrumental;TITLE;UNIV;instrumental;7
25559;484;1;day tripper lyrics;TITLE;INDIV;lyrics;8
25609;484;1;nancy sinatra day tripper guitar;ARTIST_TITLE;UNIV;guitar;8
25659;484;1;day tripper guitar;TITLE;UNIV;guitar;8
25709;484;1;day tripper backing track;TITLE;INDIV;backing track;9
25759;484;1;nancy sinatra day tripper guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
25809;484;1;day tripper guitar lesson;TITLE;UNIV;guitar lesson;9
25859;484;1;day tripper type o negative;TITLE;INDIV;type o negative;10
25909;484;1;nancy sinatra day tripper hq;ARTIST_TITLE;UNIV;hq;10
25959;484;1;day tripper hq;TITLE;UNIV;hq;10
26009;484;1;day tripper jimi hendrix;TITLE;INDIV;jimi hendrix;11
26059;484;1;nancy sinatra day tripper text;ARTIST_TITLE;UNIV;text;11
26089;484;1;day tripper text;TITLE;UNIV;text;11
26139;484;1;day tripper the beatles lyrics;TITLE;INDIV;the beatles lyrics;12
26189;484;1;nancy sinatra day tripper remastered;ARTIST_TITLE;UNIV;remastered;12
26239;484;1;day tripper remastered;TITLE;UNIV;remastered;12
26289;484;1;nancy sinatra day tripper chords;ARTIST_TITLE;UNIV;chords;13
26339;484;1;day tripper chords;TITLE;UNIV;chords;13
26389;484;1;nancy sinatra day tripper full album;ARTIST_TITLE;UNIV;full album;14
26439;484;1;day tripper full album;TITLE;UNIV;full album;14
26489;487;0;albert hammond the air that i breathe;ARTIST_TITLE;BASE;;0
26539;487;0;the air that i breathe;TITLE;BASE;;0
26589;487;0;albert hammond the air that i breathe live;ARTIST_TITLE;INDIV;live;0
26639;487;0;the air that i breathe the air that i breathe;TITLE;INDIV;the air that i breathe;0
26689;487;0;albert hammond the air that i breathe lyrics;ARTIST_TITLE;UNIV;lyrics;0
26739;487;0;the air that i breathe lyrics;TITLE;UNIV;lyrics;0
26789;487;0;albert hammond the air that i breathe the air that i breathe albert hammond lyrics;ARTIST_TITLE;INDIV;the air that i breathe albert hammond lyrics;1
26839;487;0;the air that i breathe the air that i breathe all that remains;TITLE;INDIV;all that remains;1
26889;487;0;albert hammond the air that i breathe live;ARTIST_TITLE;UNIV;live;1
26939;487;0;the air that i breathe live;TITLE;UNIV;live;1
26989;487;0;albert hammond the air that i breathe subtitulada en español;ARTIST_TITLE;INDIV;subtitulada en español;2
27039;487;0;the air that i breathe the air that i breathe lyrics;TITLE;INDIV;lyrics;2
27089;487;0;albert hammond the air that i breathe cover;ARTIST_TITLE;UNIV;cover;2
27139;487;0;the air that i breathe cover;TITLE;UNIV;cover;2
27189;487;0;albert hammond the air that i breathe the air that i breathe albert hammond español;ARTIST_TITLE;INDIV;the air that i breathe albert hammond español;3
27239;487;0;the air that i breathe the air that i breathe maroon 5;TITLE;INDIV;maroon 5;3
27289;487;0;albert hammond the air that i breathe karaoke;ARTIST_TITLE;UNIV;karaoke;3
27339;487;0;the air that i breathe karaoke;TITLE;UNIV;karaoke;3
27389;487;0;the air that i breathe the air that i breathe karaoke;TITLE;INDIV;karaoke;4
27439;487;0;albert hammond the air that i breathe reaction;ARTIST_TITLE;UNIV;reaction;4
27489;487;0;the air that i breathe reaction;TITLE;UNIV;reaction;4
27539;487;0;the air that i breathe the air that i breathe albert hammond;TITLE;INDIV;albert hammond;5
27589;487;0;albert hammond the air that i breathe remix;ARTIST_TITLE;UNIV;remix;5
27639;487;0;the air that i breathe remix;TITLE;UNIV;remix;5
27689;487;0;the air that i breathe the air that i breathe cover;TITLE;INDIV;cover;6
27739;487;0;albert hammond the air that i breathe piano;ARTIST_TITLE;UNIV;piano;6
27789;487;0;the air that i breathe piano;TITLE;UNIV;piano;6
27839;487;0;the air that i breathe the air that i breathe simply red;TITLE;INDIV;simply red;7
27889;487;0;albert hammond the air that i breathe instrumental;ARTIST_TITLE;UNIV;instrumental;7
27939;487;0;the air that i breathe instrumental;TITLE;UNIV;instrumental;7
27989;487;0;the air that i breathe the air that i breathe creep;TITLE;INDIV;creep;8
28039;487;0;albert hammond the air that i breathe guitar;ARTIST_TITLE;UNIV;guitar;8
28089;487;0;the air that i breathe guitar;TITLE;UNIV;guitar;8
28139;487;0;the air that i breathe reaction;TITLE;INDIV;reaction;9
28189;487;0;albert hammond the air that i breathe guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
28239;487;0;the air that i breathe guitar lesson;TITLE;UNIV;guitar lesson;9
28289;487;0;the air that i breathe the air that i breathe reaction;TITLE;INDIV;reaction;10
28339;487;0;albert hammond the air that i breathe hq;ARTIST_TITLE;UNIV;hq;10
28389;487;0;the air that i breathe hq;TITLE;UNIV;hq;10
28439;487;0;the air that i breathe live;TITLE;INDIV;live;11
28489;487;0;albert hammond the air that i breathe text;ARTIST_TITLE;UNIV;text;11
28539;487;0;the air that i breathe text;TITLE;UNIV;text;11
28589;487;0;the air that i breathe the air that i breathe kd lang;TITLE;INDIV;kd lang;12
28639;487;0;albert hammond the air that i breathe remastered;ARTIST_TITLE;UNIV;remastered;12
28689;487;0;the air that i breathe remastered;TITLE;UNIV;remastered;12
28739;487;0;albert hammond the air that i breathe chords;ARTIST_TITLE;UNIV;chords;13
28789;487;0;the air that i breathe chords;TITLE;UNIV;chords;13
28839;487;0;albert hammond the air that i breathe full album;ARTIST_TITLE;UNIV;full album;14
28889;487;0;the air that i breathe full album;TITLE;UNIV;full album;14
28939;526;0;marvin gaye what's going on;ARTIST_TITLE;BASE;;0
28989;526;0;what's going on;TITLE;BASE;;0
29035;526;0;marvin gaye what's going on album;ARTIST_TITLE;INDIV;album;0
29085;526;0;what's going on momma morgan wallen;TITLE;INDIV;momma morgan wallen;0
29135;526;0;marvin gaye what's going on lyrics;ARTIST_TITLE;UNIV;lyrics;0
29185;526;0;what's going on lyrics;TITLE;UNIV;lyrics;0
29235;526;0;marvin gaye what's going on lyrics;ARTIST_TITLE;INDIV;lyrics;1
29285;526;0;what's going on marvin gaye;TITLE;INDIV;marvin gaye;1
29335;526;0;marvin gaye what's going on live;ARTIST_TITLE;UNIV;live;1
29385;526;0;what's going on live;TITLE;UNIV;live;1
29435;526;0;marvin gaye what's going on live;ARTIST_TITLE;INDIV;live;2
29485;526;0;what's going on song;TITLE;INDIV;song;2
29535;526;0;marvin gaye what's going on cover;ARTIST_TITLE;UNIV;cover;2
29585;526;0;what's going on cover;TITLE;UNIV;cover;2
29635;526;0;marvin gaye what's going on full album;ARTIST_TITLE;INDIV;full album;3
29685;526;0;what's going on lyrics;TITLE;INDIV;lyrics;3
29735;526;0;marvin gaye what's going on karaoke;ARTIST_TITLE;UNIV;karaoke;3
29785;526;0;what's going on karaoke;TITLE;UNIV;karaoke;3
29835;526;0;marvin gaye what's going on instrumental;ARTIST_TITLE;INDIV;instrumental;4
29885;526;0;what's going on here breakfast;TITLE;INDIV;here breakfast;4
29935;526;0;marvin gaye what's going on reaction;ARTIST_TITLE;UNIV;reaction;4
29985;526;0;what's going on reaction;TITLE;UNIV;reaction;4
30033;526;0;marvin gaye what's going on acapella;ARTIST_TITLE;INDIV;acapella;5
30083;526;0;what's going on in ukraine;TITLE;INDIV;in ukraine;5
30133;526;0;marvin gaye what's going on remix;ARTIST_TITLE;UNIV;remix;5
30183;526;0;what's going on remix;TITLE;UNIV;remix;5
30233;526;0;marvin gaye what's going on reaction;ARTIST_TITLE;INDIV;reaction;6
30283;526;0;what's going on with johnny depp;TITLE;INDIV;with johnny depp;6
30333;526;0;marvin gaye what's going on piano;ARTIST_TITLE;UNIV;piano;6
30383;526;0;what's going on piano;TITLE;UNIV;piano;6
30433;526;0;marvin gaye what's going on karaoke;ARTIST_TITLE;INDIV;karaoke;7
30483;526;0;what's going on 4 non blondes;TITLE;INDIV;4 non blondes;7
30533;526;0;marvin gaye what's going on instrumental;ARTIST_TITLE;UNIV;instrumental;7
30583;526;0;what's going on instrumental;TITLE;UNIV;instrumental;7
30633;526;0;marvin gaye what's going on extended version;ARTIST_TITLE;INDIV;extended version;8
30683;526;0;what's going on mama;TITLE;INDIV;mama;8
30733;526;0;marvin gaye what's going on guitar;ARTIST_TITLE;UNIV;guitar;8
30783;526;0;what's going on guitar;TITLE;UNIV;guitar;8
30833;526;0;marvin gaye what's going on remix;ARTIST_TITLE;INDIV;remix;9
30883;526;0;what's going on he man;TITLE;INDIV;he man;9
30933;526;0;marvin gaye what's going on guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
30983;526;0;what's going on guitar lesson;TITLE;UNIV;guitar lesson;9
31033;526;0;marvin gaye what's going on cover;ARTIST_TITLE;INDIV;cover;10
31083;526;0;what's going on karaoke;TITLE;INDIV;karaoke;10
